218688.312500	177792	179021.000000	0
218688.312500	177792	179021.000000	1
218688.312500	177792	179021.000000	2
218688.312500	177792	179021.000000	3
218688.312500	177792	179021.000000	4
218688.312500	177792	179021.000000	5
218688.312500	177792	179021.000000	6
218688.312500	177792	179021.000000	7
218688.312500	177792	179021.000000	8
218688.312500	177792	179021.000000	9
218688.312500	177792	179021.000000	10
218688.312500	177792	179021.000000	11
218688.312500	177792	179021.000000	12
218688.312500	177792	179021.000000	13
218688.312500	177792	179021.000000	14
218688.312500	177792	179021.000000	15
218688.312500	177792	179021.000000	16
218688.312500	177792	179021.000000	17
218688.312500	177792	179021.000000	18
218688.312500	177792	179021.000000	19
218688.312500	177792	179021.000000	20
218688.312500	177792	179021.000000	21
218688.312500	177792	179021.000000	22
218688.312500	177792	179021.000000	23
218688.312500	177792	179021.000000	24
218688.312500	177792	179021.000000	25
218688.312500	177792	179021.000000	26
218688.312500	177792	179021.000000	27
218688.312500	177792	179021.000000	28
218688.312500	177792	179021.000000	29
218688.312500	177792	179021.000000	30
218688.312500	177792	179021.000000	31
218688.312500	177792	179021.000000	32
218688.312500	177792	179021.000000	33
218688.312500	177792	179021.000000	34
218688.312500	177792	179021.000000	35
218688.312500	177792	179021.000000	36
218688.312500	177792	179021.000000	37
218688.312500	177792	179021.000000	38
218688.312500	177792	179021.000000	39
218688.312500	177792	179021.000000	40
218688.312500	177792	179021.000000	41
218688.312500	177792	179021.000000	42
218688.312500	177792	179021.000000	43
218688.312500	177792	179021.000000	44
218688.312500	177792	179021.000000	45
218688.312500	177792	179021.000000	46
218688.312500	177792	179021.000000	47
218688.312500	177792	179021.000000	48
218688.312500	177792	179021.000000	49
218688.312500	177792	179021.000000	50
218688.312500	177792	179021.000000	51
218688.312500	177792	179021.000000	52
218688.312500	177792	179021.000000	53
218688.312500	177792	179021.000000	54
218688.312500	177792	179021.000000	55
218688.312500	177792	179021.000000	56
218688.312500	177792	179021.000000	57
218688.312500	177792	179021.000000	58
218688.312500	177792	179021.000000	59
218688.312500	177792	179021.000000	60
218688.312500	177792	179021.000000	61
218688.312500	177792	179021.000000	62
218688.312500	177792	179021.000000	63
218688.312500	177792	179021.000000	64
218688.312500	177792	179021.000000	65
218688.312500	177792	179021.000000	66
218688.312500	177792	179021.000000	67
218688.312500	177792	179021.000000	68
218688.312500	177792	179021.000000	69
218688.312500	177792	179021.000000	70
218688.312500	177792	179021.000000	71
218688.312500	177792	179021.000000	72
218688.312500	177792	179021.000000	73
218688.312500	177792	179021.000000	74
218688.312500	177792	179021.000000	75
218688.312500	177792	179021.000000	76
218688.312500	177792	179021.000000	77
218688.312500	177792	179021.000000	78
218688.312500	177792	179021.000000	79
218688.312500	177792	179021.000000	80
218688.312500	177792	179021.000000	81
218688.312500	177792	179021.000000	82
218688.312500	177792	179021.000000	83
218688.312500	177792	179021.000000	84
218688.312500	177792	179021.000000	85
218688.312500	177792	179021.000000	86
218688.312500	177792	179021.000000	87
218688.312500	177792	179021.000000	88
218688.312500	177792	179021.000000	89
218688.312500	177792	179021.000000	90
218688.312500	177792	179021.000000	91
218688.312500	177792	179021.000000	92
218688.312500	177792	179021.000000	93
218688.312500	177792	179021.000000	94
218688.312500	177792	179021.000000	95
218688.312500	177792	179021.000000	96
218688.312500	177792	179021.000000	97
218688.312500	177792	179021.000000	98
218688.312500	177792	179021.000000	99
218688.312500	177792	179021.000000	100
218688.312500	177792	179021.000000	101
218688.312500	177792	179021.000000	102
218688.312500	177792	179021.000000	103
218688.312500	177792	179021.000000	104
218688.312500	177792	179021.000000	105
218688.312500	177792	179021.000000	106
218688.312500	177792	179021.000000	107
218688.312500	177792	179021.000000	108
218688.312500	177792	179021.000000	109
218688.312500	177792	179021.000000	110
218688.312500	177792	179021.000000	111
218688.312500	177792	179021.000000	112
218688.312500	177792	179021.000000	113
218688.312500	177792	179021.000000	114
218688.312500	177792	179021.000000	115
218688.312500	177792	179021.000000	116
218688.312500	177792	179021.000000	117
218688.312500	177792	179021.000000	118
218688.312500	177792	179021.000000	119
218688.312500	177792	179021.000000	120
218688.312500	177792	179021.000000	121
218688.312500	177792	179021.000000	122
218688.312500	177792	179021.000000	123
218688.312500	177792	179021.000000	124
218688.312500	177792	179021.000000	125
218688.312500	177792	179021.000000	126
218688.312500	177792	179021.000000	127
218688.312500	177792	179021.000000	128
218688.312500	177792	179021.000000	129
218688.312500	177792	179021.000000	130
218688.312500	177792	179021.000000	131
218688.312500	177792	179021.000000	132
218688.312500	177792	179021.000000	133
218688.312500	177792	179021.000000	134
218688.312500	177792	179021.000000	135
218688.312500	177792	179021.000000	136
218688.312500	177792	179021.000000	137
218688.312500	177792	179021.000000	138
218688.312500	177792	179021.000000	139
218688.312500	177792	179021.000000	140
218688.312500	177792	179021.000000	141
218688.312500	177792	179021.000000	142
218688.312500	177792	179021.000000	143
218688.312500	177792	179021.000000	144
218688.312500	177792	179021.000000	145
218688.312500	177792	179021.000000	146
218688.312500	177792	179021.000000	147

